协议编号,借据编号,还款期数,还款日期,实还利息,实还本金,还款金额,还款标志
061066953411,107,1,2018-02-22,300.00,2638.79,2938.79,1
061066953411,107,2,2018-03-22,284.17,2654.62,2938.79,1
061066953411,107,3,2018-04-22,268.24,2670.55,2938.79,1
061066953411,107,4,2018-05-22,252.22,2686.57,2938.79,1
061066953411,107,5,2018-06-22,236.10,2702.69,2938.79,1
061066953411,107,6,2018-07-22,219.88,2718.91,2938.79,1
061066953411,107,7,2018-08-22,203.57,2735.22,2938.79,1
061066953411,107,8,2018-09-22,187.16,2751.63,2938.79,1
061066953411,107,9,2018-10-22,170.65,2768.14,2938.79,1
061066953411,107,10,2018-11-22,154.04,2784.75,2938.79,1
061066953411,107,11,2018-12-22,137.33,2801.46,2938.79,1
061066953411,107,12,2019-01-22,120.52,2818.27,2938.79,1
061066953411,107,13,2019-02-22,103.61,2835.18,2938.79,1
150918158644,101,1,2018-08-12,441.00,3500.00,3941.00,1
150918158644,101,2,2018-09-12,416.50,3500.00,3916.50,1
110228246915,101,1,2018-08-14,1460.00,12166.63,13626.63,1
110228246915,101,2,2018-09-14,1338.33,12166.67,13505.00,1
110228246915,101,3,2018-10-14,1216.67,12166.67,13383.33,1
110228246915,101,4,2018-11-14,1095.00,12166.67,13261.67,1
160462206448,107,1,2018-07-06,12080.00,120392.24,132472.24,1
160462206448,107,2,2018-08-06,11116.86,121355.38,132472.24,1
160462206448,107,3,2018-09-06,10146.02,122326.22,132472.24,1
160462206448,107,4,2018-10-06,9167.41,123304.83,132472.24,1
160462206448,107,5,2018-11-06,8180.97,124291.27,132472.24,1
160462206448,107,6,2018-12-06,7186.64,125285.60,132472.24,1
160462206448,107,7,2019-01-06,6184.36,126287.88,132472.24,1
160462206448,107,8,2019-02-06,5174.05,127298.19,132472.24,1
160462206448,107,9,2019-03-06,4155.67,128316.57,132472.24,1
160462206448,107,10,2019-04-06,3129.13,129343.11,132472.24,1
160462206448,107,11,2019-05-06,2094.39,130377.85,132472.24,1
160462206448,107,12,2019-06-06,1051.38,131420.86,132472.24,1
071359662921,103,1,2018-03-07,7596.00,0.00,7596.00,1
071359662921,103,2,2018-04-07,7596.00,0.00,7596.00,1
071359662921,103,3,2018-05-07,7596.00,0.00,7596.00,1
200327215841,102,1,2018-03-25,450.00,16517.56,16967.56,1
200327215841,102,2,2018-04-25,301.34,16666.22,16967.56,1
200327215841,102,3,2018-05-25,151.34,16816.22,16967.56,1
071533305921,119,1,2018-08-01,7272.00,63964.37,71236.37,1
071533305921,119,2,2018-09-01,6888.21,64348.16,71236.37,1
071533305921,119,3,2018-10-01,6502.12,64734.25,71236.37,1
040983190133,102,1,2018-02-05,5908.00,35166.59,41074.59,1
040983190133,102,2,2018-03-05,5661.83,35166.67,40828.50,1
040983190133,102,3,2018-04-05,5415.67,35166.67,40582.33,1
040983190133,102,4,2018-05-05,5169.50,35166.67,40336.17,1
040983190133,102,5,2018-06-05,4923.33,35166.67,40090.00,1
210750537327,107,1,2018-07-05,693.00,8250.00,8943.00,1
210750537327,107,2,2018-08-05,635.25,8250.00,8885.25,1
210750537327,107,3,2018-09-05,577.50,8250.00,8827.50,1
210750537327,107,4,2018-10-05,519.75,8250.00,8769.75,1
210750537327,107,5,2018-11-05,462.00,8250.00,8712.00,1
210767813965,105,1,2018-04-15,405.00,3567.98,3972.98,1
210767813965,105,2,2018-05-15,372.89,3600.09,3972.98,1
210767813965,105,3,2018-06-15,340.49,3632.49,3972.98,1
210767813965,105,4,2018-07-15,307.79,3665.19,3972.98,1
210767813965,105,5,2018-08-15,274.81,3698.17,3972.98,1
210767813965,105,6,2018-09-15,241.52,3731.46,3972.98,1
210767813965,105,7,2018-10-15,207.94,3765.04,3972.98,1
210767813965,105,8,2018-11-15,174.06,3798.92,3972.98,1
210767813965,105,9,2018-12-15,139.87,3833.11,3972.98,1
210767813965,105,10,2019-01-15,105.37,3867.61,3972.98,1
210767813965,105,11,2019-02-15,70.56,3902.42,3972.98,1
210767813965,105,12,2019-03-15,35.46,3937.52,3972.98,1
171363045512,113,1,2018-03-01,8850.00,61458.41,70308.41,1
171363045512,113,2,2018-04-01,8481.25,61458.33,69939.58,1
171363045512,113,3,2018-05-01,8112.50,61458.33,69570.83,1
171363045512,113,4,2018-06-01,7743.75,61458.33,69202.08,1
171363045512,113,5,2018-07-01,7375.00,61458.33,68833.33,1
171363045512,113,6,2018-08-01,7006.25,61458.33,68464.58,1
171363045512,113,7,2018-09-01,6637.50,61458.33,68095.83,1
171363045512,113,8,2018-10-01,6268.75,61458.33,67727.08,1
171363045512,113,9,2018-11-01,5900.00,61458.33,67358.33,1
270350115024,108,1,2018-08-15,6370.00,32475.56,38845.56,1
270350115024,108,2,2018-09-15,6045.24,32800.32,38845.56,1
270350115024,108,3,2018-10-15,5717.24,33128.32,38845.56,1
270350115024,108,4,2018-11-15,5385.96,33459.60,38845.56,1
270350115024,108,5,2018-12-15,5051.36,33794.20,38845.56,1
270350115024,108,6,2019-01-15,4713.42,34132.14,38845.56,1
270350115024,108,7,2019-02-15,4372.10,34473.46,38845.56,1
270350115024,108,8,2019-03-15,4027.36,34818.20,38845.56,1
270350115024,108,9,2019-04-15,3679.18,35166.38,38845.56,1
270350115024,108,10,2019-05-15,3327.52,35518.04,38845.56,1
270350115024,108,11,2019-06-15,2972.34,35873.22,38845.56,1
270350115024,108,12,2019-07-15,2613.61,36231.95,38845.56,1
270350115024,108,13,2019-08-15,2251.29,36594.27,38845.56,1
270350115024,108,14,2019-09-15,1885.34,36960.22,38845.56,1
270350115024,108,15,2019-10-15,1515.74,37329.82,38845.56,1
270350115024,108,16,2019-11-15,1142.44,37703.12,38845.56,1
270350115024,108,17,2019-12-15,765.41,38080.15,38845.56,1
270350115024,108,18,2020-01-15,384.53,38461.03,38845.56,1
210759595096,115,1,2018-03-13,2064.00,20570.33,22634.33,1
210759595096,115,2,2018-04-13,1899.44,20734.89,22634.33,1
210759595096,115,3,2018-05-13,1733.56,20900.77,22634.33,1
210759595096,115,4,2018-06-13,1566.35,21067.98,22634.33,1
160296060869,100,1,2018-08-25,66.00,427.50,493.50,1
160296060869,100,2,2018-09-25,63.44,430.06,493.50,1
160296060869,100,3,2018-10-25,60.85,432.65,493.50,1
160296060869,100,4,2018-11-25,58.26,435.24,493.50,1
071303490243,120,1,2018-03-25,904.00,4708.41,5612.41,1
071303490243,120,2,2018-04-25,866.33,4708.33,5574.67,1
071303490243,120,3,2018-05-25,828.67,4708.33,5537.00,1
071303490243,120,4,2018-06-25,791.00,4708.33,5499.33,1
071303490243,120,5,2018-07-25,753.33,4708.33,5461.67,1
071303490243,120,6,2018-08-25,715.67,4708.33,5424.00,1
071365044605,120,1,2018-07-18,930.00,51357.90,52287.90,1
071365044605,120,2,2018-08-18,621.85,51666.05,52287.90,1
110200744988,105,1,2018-08-17,306.00,5540.50,5846.50,1
110200744988,105,2,2018-09-17,256.14,5590.36,5846.50,1
110200744988,105,3,2018-10-17,205.82,5640.68,5846.50,1
121059317003,105,1,2018-08-04,296.00,2950.01,3246.01,1
121059317003,105,2,2018-09-04,272.40,2973.61,3246.01,1
121059317003,105,3,2018-10-04,248.61,2997.40,3246.01,1
050775897873,105,1,2018-02-25,32.00,1333.34,1365.34,1
260298268889,115,1,2018-06-23,4697.00,0.00,4697.00,1
260298268889,115,2,2018-07-23,4697.00,0.00,4697.00,1
110242156818,103,1,2018-04-01,9294.00,516333.34,525627.34,1
110242156818,103,2,2018-05-01,6196.00,516333.33,522529.33,1
110242156818,103,3,2018-06-01,3098.00,516333.33,519431.33,1
390191062356,120,1,2018-06-29,312.00,12896.55,13208.55,1
390191062356,120,2,2018-07-29,208.83,12999.72,13208.55,1
390191062356,120,3,2018-08-29,104.82,13103.73,13208.55,1
280627779523,118,1,2018-03-21,3456.00,96000.00,99456.00,1
071360973845,100,1,2018-05-22,15042.00,417833.35,432875.35,1
071360973845,100,2,2018-06-22,12535.00,417833.33,430368.33,1
071360973845,100,3,2018-07-22,10028.00,417833.33,427861.33,1
071360973845,100,4,2018-08-22,7521.00,417833.33,425354.33,1
071360973845,100,5,2018-09-22,5014.00,417833.33,422847.33,1
071360973845,100,6,2018-10-22,2507.00,417833.33,420340.33,1
210754499772,115,1,2018-07-09,230.00,7590.51,7820.51,1
301004510964,120,1,2018-08-18,21784.00,141250.36,163034.36,1
301004510964,120,2,2018-09-18,20654.00,142380.36,163034.36,1
301004510964,120,3,2018-10-18,19514.95,143519.41,163034.36,1
301004510964,120,4,2018-11-18,18366.80,144667.56,163034.36,1
301004510964,120,5,2018-12-18,17209.46,145824.90,163034.36,1
301004510964,120,6,2019-01-18,16042.86,146991.50,163034.36,1
301004510964,120,7,2019-02-18,14866.93,148167.43,163034.36,1
271008146079,101,1,2018-02-04,1680.00,39305.70,40985.70,1
271008146079,101,2,2018-03-04,1404.86,39580.84,40985.70,1
271008146079,101,3,2018-04-04,1127.79,39857.91,40985.70,1
271008146079,101,4,2018-05-04,848.79,40136.91,40985.70,1
271008146079,101,5,2018-06-04,567.83,40417.87,40985.70,1
271008146079,101,6,2018-07-04,284.93,40700.77,40985.70,1
070574183958,120,1,2018-08-27,4428.00,0.00,4428.00,1
070574183958,120,2,2018-09-27,4428.00,0.00,4428.00,1
070574183958,120,3,2018-10-27,4428.00,0.00,4428.00,1
070574183958,120,4,2018-11-27,4428.00,0.00,4428.00,1
070574183958,120,5,2018-12-27,4428.00,0.00,4428.00,1
070574183958,120,6,2019-01-27,4428.00,0.00,4428.00,1
070574183958,120,7,2019-02-27,4428.00,0.00,4428.00,1
070574183958,120,8,2019-03-27,4428.00,0.00,4428.00,1
070574183958,120,9,2019-04-27,4428.00,0.00,4428.00,1
070574183958,120,10,2019-05-27,4428.00,0.00,4428.00,1
390165645605,113,1,2018-03-28,5565.00,265000.00,270565.00,1
390165645605,113,2,2018-04-28,3710.00,265000.00,268710.00,1
390165645605,113,3,2018-05-28,1855.00,265000.00,266855.00,1
160841281849,114,1,2018-08-10,315.00,2354.53,2669.53,1
160841281849,114,2,2018-09-10,298.52,2371.01,2669.53,1
160841281849,114,3,2018-10-10,281.92,2387.61,2669.53,1
160841281849,114,4,2018-11-10,265.21,2404.32,2669.53,1
160841281849,114,5,2018-12-10,248.38,2421.15,2669.53,1
160841281849,114,6,2019-01-10,231.43,2438.10,2669.53,1
160841281849,114,7,2019-02-10,214.36,2455.17,2669.53,1
160841281849,114,8,2019-03-10,197.18,2472.35,2669.53,1
160841281849,114,9,2019-04-10,179.87,2489.66,2669.53,1
160841281849,114,10,2019-05-10,162.44,2507.09,2669.53,1
160841281849,114,11,2019-06-10,144.89,2524.64,2669.53,1
160841281849,114,12,2019-07-10,127.22,2542.31,2669.53,1
160841281849,114,13,2019-08-10,109.42,2560.11,2669.53,1
160841281849,114,14,2019-09-10,91.50,2578.03,2669.53,1
160841281849,114,15,2019-10-10,73.46,2596.07,2669.53,1
160841281849,114,16,2019-11-10,55.28,2614.25,2669.53,1
160841281849,114,17,2019-12-10,36.98,2632.55,2669.53,1
160841281849,114,18,2020-01-10,18.48,2651.05,2669.53,1
040912569461,106,1,2018-07-05,12775.00,304166.65,316941.65,1
040912569461,106,2,2018-08-05,10645.83,304166.67,314812.50,1
040912569461,106,3,2018-09-05,8516.67,304166.67,312683.33,1
121088293818,106,1,2018-06-05,850.00,28333.34,29183.34,1
121088293818,106,2,2018-07-05,566.67,28333.33,28900.00,1
121088293818,106,3,2018-08-05,283.33,28333.33,28616.67,1
061078278845,115,1,2018-06-22,108.00,3000.00,3108.00,1
061078278845,115,2,2018-07-22,90.00,3000.00,3090.00,1
061078278845,115,3,2018-08-22,72.00,3000.00,3072.00,1
131786689670,116,1,2018-03-09,5720.00,29161.73,34881.73,1
131786689670,116,2,2018-04-09,5428.38,29453.35,34881.73,1
131786689670,116,3,2018-05-09,5133.85,29747.88,34881.73,1
131786689670,116,4,2018-06-09,4836.37,30045.36,34881.73,1
131786689670,116,5,2018-07-09,4535.92,30345.81,34881.73,1
131786689670,116,6,2018-08-09,4232.46,30649.27,34881.73,1
131786689670,116,7,2018-09-09,3925.97,30955.76,34881.73,1
131786689670,116,8,2018-10-09,3616.41,31265.32,34881.73,1
071368980926,107,1,2018-06-17,35091.00,0.00,35091.00,1
071368980926,107,2,2018-07-17,35091.00,0.00,35091.00,1
160608407400,114,1,2018-03-10,675.00,12500.00,13175.00,1
160608407400,114,2,2018-04-10,562.50,12500.00,13062.50,1
160608407400,114,3,2018-05-10,450.00,12500.00,12950.00,1
160608407400,114,4,2018-06-10,337.50,12500.00,12837.50,1
160608407400,114,5,2018-07-10,225.00,12500.00,12725.00,1
160608407400,114,6,2018-08-10,112.50,12500.00,12612.50,1
200930102914,106,1,2018-05-30,48280.00,380681.95,428961.95,1
200930102914,106,2,2018-06-30,44473.18,384488.77,428961.95,1
270314607749,115,1,2018-03-06,2590.00,122474.01,125064.01,1
270314607749,115,2,2018-04-06,1732.68,123331.33,125064.01,1
270314607749,115,3,2018-05-06,869.35,124194.66,125064.01,1
230251423573,105,1,2018-02-28,576.00,0.00,576.00,1
230251423573,105,2,2018-03-30,576.00,0.00,576.00,1
071578943519,110,1,2018-04-24,4950.00,82500.00,87450.00,1
071578943519,110,2,2018-05-24,4125.00,82500.00,86625.00,1
071578943519,110,3,2018-06-24,3300.00,82500.00,85800.00,1
071578943519,110,4,2018-07-24,2475.00,82500.00,84975.00,1
071578943519,110,5,2018-08-24,1650.00,82500.00,84150.00,1
071578943519,110,6,2018-09-24,825.00,82500.00,83325.00,1
160845158164,115,1,2018-04-30,5904.00,328000.00,333904.00,1
160845158164,115,2,2018-05-30,3936.00,328000.00,331936.00,1
160845158164,115,3,2018-06-30,1968.00,328000.00,329968.00,1
200420586830,101,1,2018-07-18,2672.00,110447.40,113119.40,1
200420586830,101,2,2018-08-18,1788.42,111330.98,113119.40,1
200420586830,101,3,2018-09-18,897.78,112221.62,113119.40,1
070690734176,111,1,2018-06-05,970.00,15767.19,16737.19,1
070690734176,111,2,2018-07-05,812.33,15924.86,16737.19,1
070690734176,111,3,2018-08-05,653.08,16084.11,16737.19,1
070690734176,111,4,2018-09-05,492.24,16244.95,16737.19,1
070690734176,111,5,2018-10-05,329.79,16407.40,16737.19,1
070690734176,111,6,2018-11-05,165.70,16571.49,16737.19,1
410073384471,116,1,2018-03-10,2766.00,24329.68,27095.68,1
410073384471,116,2,2018-04-10,2620.02,24475.66,27095.68,1
410073384471,116,3,2018-05-10,2473.17,24622.51,27095.68,1
410073384471,116,4,2018-06-10,2325.43,24770.25,27095.68,1
410073384471,116,5,2018-07-10,2176.81,24918.87,27095.68,1
410073384471,116,6,2018-08-10,2027.30,25068.38,27095.68,1
410073384471,116,7,2018-09-10,1876.89,25218.79,27095.68,1
410073384471,116,8,2018-10-10,1725.58,25370.10,27095.68,1
410073384471,116,9,2018-11-10,1573.35,25522.33,27095.68,1
410073384471,116,10,2018-12-10,1420.22,25675.46,27095.68,1
410073384471,116,11,2019-01-10,1266.17,25829.51,27095.68,1
410073384471,116,12,2019-02-10,1111.19,25984.49,27095.68,1
410073384471,116,13,2019-03-10,955.28,26140.40,27095.68,1
410073384471,116,14,2019-04-10,798.44,26297.24,27095.68,1
410073384471,116,15,2019-05-10,640.66,26455.02,27095.68,1
410073384471,116,16,2019-06-10,481.93,26613.75,27095.68,1
410073384471,116,17,2019-07-10,322.25,26773.43,27095.68,1
410073384471,116,18,2019-08-10,161.55,26934.13,27095.68,1
110256797219,120,1,2018-03-25,1416.00,9833.41,11249.41,1
110256797219,120,2,2018-04-25,1357.00,9833.33,11190.33,1
110256797219,120,3,2018-05-25,1298.00,9833.33,11131.33,1
270846121210,100,1,2018-06-13,11660.00,64777.74,76437.74,1
270846121210,100,2,2018-07-13,11012.22,64777.78,75790.00,1
270846121210,100,3,2018-08-13,10364.44,64777.78,75142.22,1
171365010578,106,1,2018-03-05,6900.00,381042.51,387942.51,1
171365010578,106,2,2018-04-05,4613.74,383328.77,387942.51,1
171365010578,106,3,2018-05-05,2313.79,385628.72,387942.51,1
181190927205,103,1,2018-07-13,470.00,1958.41,2428.41,1
181190927205,103,2,2018-08-13,450.42,1958.33,2408.75,1
181190927205,103,3,2018-09-13,430.83,1958.33,2389.17,1
181190927205,103,4,2018-10-13,411.25,1958.33,2369.58,1
181190927205,103,5,2018-11-13,391.67,1958.33,2350.00,1
181190927205,103,6,2018-12-13,372.08,1958.33,2330.42,1
181190927205,103,7,2019-01-13,352.50,1958.33,2310.83,1
181190927205,103,8,2019-02-13,332.92,1958.33,2291.25,1
181190927205,103,9,2019-03-13,313.33,1958.33,2271.67,1
181190927205,103,10,2019-04-13,293.75,1958.33,2252.08,1
181190927205,103,11,2019-05-13,274.17,1958.33,2232.50,1
181190927205,103,12,2019-06-13,254.58,1958.33,2212.92,1
181190927205,103,13,2019-07-13,235.00,1958.33,2193.33,1
181190927205,103,14,2019-08-13,215.42,1958.33,2173.75,1
181190927205,103,15,2019-09-13,195.83,1958.33,2154.17,1
181190927205,103,16,2019-10-13,176.25,1958.33,2134.58,1
181190927205,103,17,2019-11-13,156.67,1958.33,2115.00,1
181190927205,103,18,2019-12-13,137.08,1958.33,2095.42,1
181190927205,103,19,2020-01-13,117.50,1958.33,2075.83,1
181190927205,103,20,2020-02-13,97.92,1958.33,2056.25,1
181190927205,103,21,2020-03-13,78.33,1958.33,2036.67,1
181190927205,103,22,2020-04-13,58.75,1958.33,2017.08,1
181127873579,117,1,2018-04-15,198.00,3666.65,3864.65,1
181127873579,117,2,2018-05-15,165.00,3666.67,3831.67,1
250828734389,118,1,2018-02-28,168.00,4000.00,4168.00,1
250828734389,118,2,2018-03-30,140.00,4000.00,4140.00,1
250828734389,118,3,2018-04-30,112.00,4000.00,4112.00,1
250828734389,118,4,2018-05-30,84.00,4000.00,4084.00,1
250828734389,118,5,2018-06-30,56.00,4000.00,4056.00,1
250828734389,118,6,2018-07-30,28.00,4000.00,4028.00,1
260936243226,106,1,2018-08-01,848.00,5498.55,6346.55,1
260936243226,106,2,2018-09-01,804.01,5542.54,6346.55,1
260936243226,106,3,2018-10-01,759.67,5586.88,6346.55,1
260936243226,106,4,2018-11-01,714.98,5631.57,6346.55,1
260936243226,106,5,2018-12-01,669.92,5676.63,6346.55,1
260936243226,106,6,2019-01-01,624.51,5722.04,6346.55,1
260936243226,106,7,2019-02-01,578.73,5767.82,6346.55,1
151198392157,116,1,2018-05-13,48800.00,271111.13,319911.13,1
151198392157,116,2,2018-06-13,46088.89,271111.11,317200.00,1
151198392157,116,3,2018-07-13,43377.78,271111.11,314488.89,1
151198392157,116,4,2018-08-13,40666.67,271111.11,311777.78,1
151198392157,116,5,2018-09-13,37955.56,271111.11,309066.67,1
270573586299,111,1,2018-08-19,31030.00,0.00,31030.00,1
270573586299,111,2,2018-09-19,31030.00,0.00,31030.00,1
270573586299,111,3,2018-10-19,31030.00,0.00,31030.00,1
270573586299,111,4,2018-11-19,31030.00,0.00,31030.00,1
270573586299,111,5,2018-12-19,31030.00,0.00,31030.00,1
040910490358,100,1,2018-06-14,6979.00,83083.37,90062.37,1
040910490358,100,2,2018-07-14,6397.42,83083.33,89480.75,1
040910490358,100,3,2018-08-14,5815.83,83083.33,88899.17,1
040910490358,100,4,2018-09-14,5234.25,83083.33,88317.58,1
040910490358,100,5,2018-10-14,4652.67,83083.33,87736.00,1
040910490358,100,6,2018-11-14,4071.08,83083.33,87154.42,1
040910490358,100,7,2018-12-14,3489.50,83083.33,86572.83,1
040910490358,100,8,2019-01-14,2907.92,83083.33,85991.25,1
071583840928,110,1,2018-05-15,3066.00,144982.75,148048.75,1
270321166547,115,1,2018-08-18,186.00,10333.34,10519.34,1
270321166547,115,2,2018-09-18,124.00,10333.33,10457.33,1
270321166547,115,3,2018-10-18,62.00,10333.33,10395.33,1
270828307813,111,1,2018-07-29,108.00,1955.47,2063.47,1
151194311266,118,1,2018-07-27,216.00,1024.93,1240.93,1
151194311266,118,2,2018-08-27,207.80,1033.13,1240.93,1
151194311266,118,3,2018-09-27,199.54,1041.39,1240.93,1
151194311266,118,4,2018-10-27,191.20,1049.73,1240.93,1
151194311266,118,5,2018-11-27,182.81,1058.12,1240.93,1
151194311266,118,6,2018-12-27,174.34,1066.59,1240.93,1
151194311266,118,7,2019-01-27,165.81,1075.12,1240.93,1
151194311266,118,8,2019-02-27,157.21,1083.72,1240.93,1
151194311266,118,9,2019-03-27,148.54,1092.39,1240.93,1
151194311266,118,10,2019-04-27,139.80,1101.13,1240.93,1
151194311266,118,11,2019-05-27,130.99,1109.94,1240.93,1
151194311266,118,12,2019-06-27,122.11,1118.82,1240.93,1
151194311266,118,13,2019-07-27,113.16,1127.77,1240.93,1
151194311266,118,14,2019-08-27,104.14,1136.79,1240.93,1
151194311266,118,15,2019-09-27,95.04,1145.89,1240.93,1
151194311266,118,16,2019-10-27,85.88,1155.05,1240.93,1
151194311266,118,17,2019-11-27,76.64,1164.29,1240.93,1
151194311266,118,18,2019-12-27,67.32,1173.61,1240.93,1
151194311266,118,19,2020-01-27,57.93,1183.00,1240.93,1
151194311266,118,20,2020-02-27,48.47,1192.46,1240.93,1
160280171728,102,1,2018-02-28,170.00,0.00,170.00,1
160280171728,102,2,2018-03-29,170.00,0.00,170.00,1
160280171728,102,3,2018-04-29,170.00,0.00,170.00,1
160280171728,102,4,2018-05-29,170.00,0.00,170.00,1
160280171728,102,5,2018-06-29,170.00,0.00,170.00,1
160280171728,102,6,2018-07-29,170.00,17000.00,17170.00,1
180597398941,104,1,2018-08-04,19632.00,0.00,19632.00,1
180597398941,104,2,2018-09-04,19632.00,0.00,19632.00,1
180597398941,104,3,2018-10-04,19632.00,2454000.00,2473632.00,1
120697766719,102,1,2018-05-23,684.00,12666.65,13350.65,1
120697766719,102,2,2018-06-23,570.00,12666.67,13236.67,1
120697766719,102,3,2018-07-23,456.00,12666.67,13122.67,1
181106003939,102,1,2018-08-11,5802.00,0.00,5802.00,1
390173344258,102,1,2018-06-01,1080.00,30000.00,31080.00,1
390173344258,102,2,2018-07-01,900.00,30000.00,30900.00,1
390173344258,102,3,2018-08-01,720.00,30000.00,30720.00,1
390173344258,102,4,2018-09-01,540.00,30000.00,30540.00,1
251044900066,107,1,2018-03-22,6680.00,0.00,6680.00,1
251044900066,107,2,2018-04-22,6680.00,0.00,6680.00,1
240225099498,103,1,2018-07-28,2576.00,53666.65,56242.65,1
240225099498,103,2,2018-08-28,2146.67,53666.67,55813.33,1
240225099498,103,3,2018-09-28,1717.33,53666.67,55384.00,1
111578876436,118,1,2018-02-12,64.00,666.63,730.63,1
111578876436,118,2,2018-03-12,58.67,666.67,725.33,1
111578876436,118,3,2018-04-12,53.33,666.67,720.00,1
111578876436,118,4,2018-05-12,48.00,666.67,714.67,1
111578876436,118,5,2018-06-12,42.67,666.67,709.33,1
111578876436,118,6,2018-07-12,37.33,666.67,704.00,1
111578876436,118,7,2018-08-12,32.00,666.67,698.67,1
111578876436,118,8,2018-09-12,26.67,666.67,693.33,1
111578876436,118,9,2018-10-12,21.33,666.67,688.00,1
111565803108,118,1,2018-04-03,1020.00,33662.26,34682.26,1
111565803108,118,2,2018-05-03,683.38,33998.88,34682.26,1
111565803108,118,3,2018-06-03,343.40,34338.86,34682.26,1
071328835816,108,1,2018-08-11,6712.00,139833.35,146545.35,1
071328835816,108,2,2018-09-11,5593.33,139833.33,145426.67,1
071328835816,108,3,2018-10-11,4474.67,139833.33,144308.00,1
071328835816,108,4,2018-11-11,3356.00,139833.33,143189.33,1
071328835816,108,5,2018-12-11,2237.33,139833.33,142070.67,1
071328835816,108,6,2019-01-11,1118.67,139833.33,140952.00,1
071363214457,103,1,2018-07-16,27610.00,115041.59,142651.59,1
071363214457,103,2,2018-08-16,26459.58,115041.67,141501.25,1
071363214457,103,3,2018-09-16,25309.17,115041.67,140350.83,1
071363214457,103,4,2018-10-16,24158.75,115041.67,139200.42,1
071363214457,103,5,2018-11-16,23008.33,115041.67,138050.00,1
071363214457,103,6,2018-12-16,21857.92,115041.67,136899.58,1
071363214457,103,7,2019-01-16,20707.50,115041.67,135749.17,1
071363214457,103,8,2019-02-16,19557.08,115041.67,134598.75,1
071363214457,103,9,2019-03-16,18406.67,115041.67,133448.33,1
071363214457,103,10,2019-04-16,17256.25,115041.67,132297.92,1
071363214457,103,11,2019-05-16,16105.83,115041.67,131147.50,1
071363214457,103,12,2019-06-16,14955.42,115041.67,129997.08,1
071363214457,103,13,2019-07-16,13805.00,115041.67,128846.67,1
071363214457,103,14,2019-08-16,12654.58,115041.67,127696.25,1
071363214457,103,15,2019-09-16,11504.17,115041.67,126545.83,1
071363214457,103,16,2019-10-16,10353.75,115041.67,125395.42,1
071363214457,103,17,2019-11-16,9203.33,115041.67,124245.00,1
110233132520,111,1,2018-04-06,2490.00,9231.29,11721.29,1
110233132520,111,2,2018-05-06,2397.69,9323.60,11721.29,1
