协议编号,借据编号,还款期数,应还日期,欠还利息,欠还本金,欠还本息,还款标志
070594711095,106,6,2018-10-10,443.33,44333.33,44776.67,3
180490906247,106,2,2018-07-03,234.26,5763.49,5997.75,3
180490906247,106,3,2018-08-03,188.15,5809.60,5997.75,3
180490906247,106,4,2018-09-03,141.67,5856.08,5997.75,3
180490906247,106,5,2018-10-03,94.82,5902.93,5997.75,3
180490906247,106,6,2018-11-03,47.60,5950.15,5997.75,3
261039944410,113,12,2019-06-10,3964.23,49019.33,52983.56,3
261039944410,113,13,2019-07-10,3670.11,49313.45,52983.56,3
261039944410,113,14,2019-08-10,3374.23,49609.33,52983.56,3
261039944410,113,15,2019-09-10,3076.58,49906.98,52983.56,3
261039944410,113,16,2019-10-10,2777.13,50206.43,52983.56,3
261039944410,113,17,2019-11-10,2475.90,50507.66,52983.56,3
261039944410,113,18,2019-12-10,2172.85,50810.71,52983.56,3
261039944410,113,19,2020-01-10,1867.98,51115.58,52983.56,3
261039944410,113,20,2020-02-10,1561.29,51422.27,52983.56,3
261039944410,113,21,2020-03-10,1252.76,51730.80,52983.56,3
261039944410,113,22,2020-04-10,942.37,52041.19,52983.56,3
250868772473,101,6,2019-01-05,4368.00,0.00,4368.00,3
250868772473,101,7,2019-02-05,4368.00,0.00,4368.00,3
250868772473,101,8,2019-03-05,4368.00,0.00,4368.00,3
250868772473,101,9,2019-04-05,4368.00,0.00,4368.00,3
250868772473,101,10,2019-05-05,4368.00,0.00,4368.00,3
250868772473,101,11,2019-06-05,4368.00,0.00,4368.00,3
250868772473,101,12,2019-07-05,4368.00,0.00,4368.00,3
250868772473,101,13,2019-08-05,4368.00,0.00,4368.00,3
250868772473,101,14,2019-09-05,4368.00,0.00,4368.00,3
250868772473,101,15,2019-10-05,4368.00,0.00,4368.00,3
250868772473,101,16,2019-11-05,4368.00,0.00,4368.00,3
250868772473,101,17,2019-12-05,4368.00,0.00,4368.00,3
250868772473,101,18,2020-01-05,4368.00,728000.00,732368.00,3
300685254388,120,4,2018-07-02,170.00,0.00,170.00,3
300685254388,120,5,2018-08-02,170.00,0.00,170.00,3
300685254388,120,6,2018-09-02,170.00,0.00,170.00,3
300685254388,120,7,2018-10-02,170.00,0.00,170.00,3
300685254388,120,8,2018-11-02,170.00,0.00,170.00,3
300685254388,120,9,2018-12-02,170.00,0.00,170.00,3
300685254388,120,10,2019-01-02,170.00,0.00,170.00,3
300685254388,120,11,2019-02-02,170.00,0.00,170.00,3
300685254388,120,12,2019-03-02,170.00,17000.00,17170.00,3
230230155932,103,2,2018-08-21,51.00,500.00,551.00,3
230230155932,103,3,2018-09-21,48.00,500.00,548.00,3
230230155932,103,4,2018-10-21,45.00,500.00,545.00,3
230230155932,103,5,2018-11-21,42.00,500.00,542.00,3
230230155932,103,6,2018-12-21,39.00,500.00,539.00,3
230230155932,103,7,2019-01-21,36.00,500.00,536.00,3
230230155932,103,8,2019-02-21,33.00,500.00,533.00,3
230230155932,103,9,2019-03-21,30.00,500.00,530.00,3
230230155932,103,10,2019-04-21,27.00,500.00,527.00,3
230230155932,103,11,2019-05-21,24.00,500.00,524.00,3
230230155932,103,12,2019-06-21,21.00,500.00,521.00,3
230230155932,103,13,2019-07-21,18.00,500.00,518.00,3
230230155932,103,14,2019-08-21,15.00,500.00,515.00,3
230230155932,103,15,2019-09-21,12.00,500.00,512.00,3
230230155932,103,16,2019-10-21,9.00,500.00,509.00,3
230230155932,103,17,2019-11-21,6.00,500.00,506.00,3
230230155932,103,18,2019-12-21,3.00,500.00,503.00,3
121002999906,115,7,2019-02-03,27981.00,0.00,27981.00,3
121002999906,115,8,2019-03-03,27981.00,0.00,27981.00,3
121002999906,115,9,2019-04-03,27981.00,0.00,27981.00,3
121002999906,115,10,2019-05-03,27981.00,0.00,27981.00,3
121002999906,115,11,2019-06-03,27981.00,0.00,27981.00,3
121002999906,115,12,2019-07-03,27981.00,0.00,27981.00,3
121002999906,115,13,2019-08-03,27981.00,0.00,27981.00,3
121002999906,115,14,2019-09-03,27981.00,0.00,27981.00,3
121002999906,115,15,2019-10-03,27981.00,0.00,27981.00,3
121002999906,115,16,2019-11-03,27981.00,0.00,27981.00,3
121002999906,115,17,2019-12-03,27981.00,0.00,27981.00,3
121002999906,115,18,2020-01-03,27981.00,3109000.00,3136981.00,3
290423168637,110,21,2020-04-15,908.00,37833.33,38741.33,3
300579790040,102,7,2018-11-02,132.00,0.00,132.00,3
300579790040,102,8,2018-12-02,132.00,0.00,132.00,3
300579790040,102,9,2019-01-02,132.00,0.00,132.00,3
300579790040,102,10,2019-02-02,132.00,0.00,132.00,3
300579790040,102,11,2019-03-02,132.00,0.00,132.00,3
300579790040,102,12,2019-04-02,132.00,0.00,132.00,3
300579790040,102,13,2019-05-02,132.00,0.00,132.00,3
300579790040,102,14,2019-06-02,132.00,0.00,132.00,3
300579790040,102,15,2019-07-02,132.00,0.00,132.00,3
300579790040,102,16,2019-08-02,132.00,0.00,132.00,3
300579790040,102,17,2019-09-02,132.00,0.00,132.00,3
300579790040,102,18,2019-10-02,132.00,0.00,132.00,3
300579790040,102,19,2019-11-02,132.00,0.00,132.00,3
300579790040,102,20,2019-12-02,132.00,0.00,132.00,3
300579790040,102,21,2020-01-02,132.00,0.00,132.00,3
300579790040,102,22,2020-02-02,132.00,0.00,132.00,3
300579790040,102,23,2020-03-02,132.00,0.00,132.00,3
300579790040,102,24,2020-04-02,132.00,22000.00,22132.00,3
260980358574,113,22,2020-02-17,5016.00,0.00,5016.00,3
260980358574,113,23,2020-03-17,5016.00,0.00,5016.00,3
260980358574,113,24,2020-04-17,5016.00,836000.00,841016.00,3
151198078034,110,1,2018-02-28,48150.00,267500.00,315650.00,3
151198078034,110,2,2018-03-28,45475.00,267500.00,312975.00,3
151198078034,110,3,2018-04-28,42800.00,267500.00,310300.00,3
151198078034,110,4,2018-05-28,40125.00,267500.00,307625.00,3
151198078034,110,5,2018-06-28,37450.00,267500.00,304950.00,3
151198078034,110,6,2018-07-28,34775.00,267500.00,302275.00,3
151198078034,110,7,2018-08-28,32100.00,267500.00,299600.00,3
151198078034,110,8,2018-09-28,29425.00,267500.00,296925.00,3
151198078034,110,9,2018-10-28,26750.00,267500.00,294250.00,3
151198078034,110,10,2018-11-28,24075.00,267500.00,291575.00,3
151198078034,110,11,2018-12-28,21400.00,267500.00,288900.00,3
151198078034,110,12,2019-01-28,18725.00,267500.00,286225.00,3
151198078034,110,13,2019-02-28,16050.00,267500.00,283550.00,3
151198078034,110,14,2019-03-28,13375.00,267500.00,280875.00,3
151198078034,110,15,2019-04-28,10700.00,267500.00,278200.00,3
151198078034,110,16,2019-05-28,8025.00,267500.00,275525.00,3
151198078034,110,17,2019-06-28,5350.00,267500.00,272850.00,3
151198078034,110,18,2019-07-28,2675.00,267500.00,270175.00,3
061066953411,107,14,2019-03-22,86.60,2852.19,2938.79,3
061066953411,107,15,2019-04-22,69.49,2869.30,2938.79,3
061066953411,107,16,2019-05-22,52.27,2886.52,2938.79,3
061066953411,107,17,2019-06-22,34.95,2903.84,2938.79,3
061066953411,107,18,2019-07-22,17.42,2921.37,2938.79,3
150918158644,101,3,2018-10-12,392.00,3500.00,3892.00,3
150918158644,101,4,2018-11-12,367.50,3500.00,3867.50,3
150918158644,101,5,2018-12-12,343.00,3500.00,3843.00,3
150918158644,101,6,2019-01-12,318.50,3500.00,3818.50,3
150918158644,101,7,2019-02-12,294.00,3500.00,3794.00,3
150918158644,101,8,2019-03-12,269.50,3500.00,3769.50,3
150918158644,101,9,2019-04-12,245.00,3500.00,3745.00,3
150918158644,101,10,2019-05-12,220.50,3500.00,3720.50,3
150918158644,101,11,2019-06-12,196.00,3500.00,3696.00,3
150918158644,101,12,2019-07-12,171.50,3500.00,3671.50,3
150918158644,101,13,2019-08-12,147.00,3500.00,3647.00,3
150918158644,101,14,2019-09-12,122.50,3500.00,3622.50,3
150918158644,101,15,2019-10-12,98.00,3500.00,3598.00,3
150918158644,101,16,2019-11-12,73.50,3500.00,3573.50,3
150918158644,101,17,2019-12-12,49.00,3500.00,3549.00,3
150918158644,101,18,2020-01-12,24.50,3500.00,3524.50,3
110228246915,101,5,2018-12-14,973.33,12166.67,13140.00,3
110228246915,101,6,2019-01-14,851.67,12166.67,13018.33,3
110228246915,101,7,2019-02-14,730.00,12166.67,12896.67,3
110228246915,101,8,2019-03-14,608.33,12166.67,12775.00,3
110228246915,101,9,2019-04-14,486.67,12166.67,12653.33,3
110228246915,101,10,2019-05-14,365.00,12166.67,12531.67,3
110228246915,101,11,2019-06-14,243.33,12166.67,12410.00,3
110228246915,101,12,2019-07-14,121.67,12166.67,12288.33,3
071359662921,103,4,2018-06-07,7596.00,0.00,7596.00,3
071359662921,103,5,2018-07-07,7596.00,0.00,7596.00,3
071359662921,103,6,2018-08-07,7596.00,1266000.00,1273596.00,3
071533305921,119,4,2018-11-01,6113.72,65122.65,71236.37,3
071533305921,119,5,2018-12-01,5722.98,65513.39,71236.37,3
071533305921,119,6,2019-01-01,5329.90,65906.47,71236.37,3
071533305921,119,7,2019-02-01,4934.46,66301.91,71236.37,3
071533305921,119,8,2019-03-01,4536.65,66699.72,71236.37,3
071533305921,119,9,2019-04-01,4136.45,67099.92,71236.37,3
071533305921,119,10,2019-05-01,3733.86,67502.51,71236.37,3
071533305921,119,11,2019-06-01,3328.84,67907.53,71236.37,3
071533305921,119,12,2019-07-01,2921.39,68314.98,71236.37,3
071533305921,119,13,2019-08-01,2511.50,68724.87,71236.37,3
071533305921,119,14,2019-09-01,2099.16,69137.21,71236.37,3
071533305921,119,15,2019-10-01,1684.33,69552.04,71236.37,3
071533305921,119,16,2019-11-01,1267.02,69969.35,71236.37,3
071533305921,119,17,2019-12-01,847.20,70389.17,71236.37,3
071533305921,119,18,2020-01-01,424.87,70811.50,71236.37,3
040983190133,102,6,2018-07-05,4677.17,35166.67,39843.83,3
040983190133,102,7,2018-08-05,4431.00,35166.67,39597.67,3
040983190133,102,8,2018-09-05,4184.83,35166.67,39351.50,3
040983190133,102,9,2018-10-05,3938.67,35166.67,39105.33,3
040983190133,102,10,2018-11-05,3692.50,35166.67,38859.17,3
040983190133,102,11,2018-12-05,3446.33,35166.67,38613.00,3
040983190133,102,12,2019-01-05,3200.17,35166.67,38366.83,3
040983190133,102,13,2019-02-05,2954.00,35166.67,38120.67,3
040983190133,102,14,2019-03-05,2707.83,35166.67,37874.50,3
040983190133,102,15,2019-04-05,2461.67,35166.67,37628.33,3
040983190133,102,16,2019-05-05,2215.50,35166.67,37382.17,3
040983190133,102,17,2019-06-05,1969.33,35166.67,37136.00,3
040983190133,102,18,2019-07-05,1723.17,35166.67,36889.83,3
040983190133,102,19,2019-08-05,1477.00,35166.67,36643.67,3
040983190133,102,20,2019-09-05,1230.83,35166.67,36397.50,3
040983190133,102,21,2019-10-05,984.67,35166.67,36151.33,3
040983190133,102,22,2019-11-05,738.50,35166.67,35905.17,3
040983190133,102,23,2019-12-05,492.33,35166.67,35659.00,3
040983190133,102,24,2020-01-05,246.17,35166.67,35412.83,3
210750537327,107,6,2018-12-05,404.25,8250.00,8654.25,3
210750537327,107,7,2019-01-05,346.50,8250.00,8596.50,3
210750537327,107,8,2019-02-05,288.75,8250.00,8538.75,3
210750537327,107,9,2019-03-05,231.00,8250.00,8481.00,3
210750537327,107,10,2019-04-05,173.25,8250.00,8423.25,3
210750537327,107,11,2019-05-05,115.50,8250.00,8365.50,3
210750537327,107,12,2019-06-05,57.75,8250.00,8307.75,3
171363045512,113,10,2018-12-01,5531.25,61458.33,66989.58,3
171363045512,113,11,2019-01-01,5162.50,61458.33,66620.83,3
171363045512,113,12,2019-02-01,4793.75,61458.33,66252.08,3
171363045512,113,13,2019-03-01,4425.00,61458.33,65883.33,3
171363045512,113,14,2019-04-01,4056.25,61458.33,65514.58,3
171363045512,113,15,2019-05-01,3687.50,61458.33,65145.83,3
171363045512,113,16,2019-06-01,3318.75,61458.33,64777.08,3
171363045512,113,17,2019-07-01,2950.00,61458.33,64408.33,3
171363045512,113,18,2019-08-01,2581.25,61458.33,64039.58,3
171363045512,113,19,2019-09-01,2212.50,61458.33,63670.83,3
171363045512,113,20,2019-10-01,1843.75,61458.33,63302.08,3
171363045512,113,21,2019-11-01,1475.00,61458.33,62933.33,3
171363045512,113,22,2019-12-01,1106.25,61458.33,62564.58,3
171363045512,113,23,2020-01-01,737.50,61458.33,62195.83,3
171363045512,113,24,2020-02-01,368.75,61458.33,61827.08,3
210759595096,115,5,2018-07-13,1397.81,21236.52,22634.33,3
210759595096,115,6,2018-08-13,1227.92,21406.41,22634.33,3
210759595096,115,7,2018-09-13,1056.66,21577.67,22634.33,3
210759595096,115,8,2018-10-13,884.04,21750.29,22634.33,3
210759595096,115,9,2018-11-13,710.04,21924.29,22634.33,3
210759595096,115,10,2018-12-13,534.65,22099.68,22634.33,3
210759595096,115,11,2019-01-13,357.85,22276.48,22634.33,3
210759595096,115,12,2019-02-13,179.64,22454.69,22634.33,3
111072592205,110,1,2018-02-20,31320.00,0.00,31320.00,3
111072592205,110,2,2018-03-20,31320.00,0.00,31320.00,3
111072592205,110,3,2018-04-20,31320.00,3480000.00,3511320.00,3
160296060869,100,5,2018-12-25,55.65,437.85,493.50,3
160296060869,100,6,2019-01-25,53.02,440.48,493.50,3
160296060869,100,7,2019-02-25,50.38,443.12,493.50,3
160296060869,100,8,2019-03-25,47.72,445.78,493.50,3
160296060869,100,9,2019-04-25,45.04,448.46,493.50,3
160296060869,100,10,2019-05-25,42.35,451.15,493.50,3
160296060869,100,11,2019-06-25,39.65,453.85,493.50,3
160296060869,100,12,2019-07-25,36.92,456.58,493.50,3
160296060869,100,13,2019-08-25,34.18,459.32,493.50,3
160296060869,100,14,2019-09-25,31.43,462.07,493.50,3
160296060869,100,15,2019-10-25,28.66,464.84,493.50,3
160296060869,100,16,2019-11-25,25.87,467.63,493.50,3
160296060869,100,17,2019-12-25,23.06,470.44,493.50,3
160296060869,100,18,2020-01-25,20.24,473.26,493.50,3
160296060869,100,19,2020-02-25,17.40,476.10,493.50,3
160296060869,100,20,2020-03-25,14.54,478.96,493.50,3
160296060869,100,21,2020-04-25,11.67,481.83,493.50,3
071303490243,120,7,2018-09-25,678.00,4708.33,5386.33,3
071303490243,120,8,2018-10-25,640.33,4708.33,5348.67,3
071303490243,120,9,2018-11-25,602.67,4708.33,5311.00,3
071303490243,120,10,2018-12-25,565.00,4708.33,5273.33,3
071303490243,120,11,2019-01-25,527.33,4708.33,5235.67,3
071303490243,120,12,2019-02-25,489.67,4708.33,5198.00,3
071303490243,120,13,2019-03-25,452.00,4708.33,5160.33,3
071303490243,120,14,2019-04-25,414.33,4708.33,5122.67,3
071303490243,120,15,2019-05-25,376.67,4708.33,5085.00,3
071303490243,120,16,2019-06-25,339.00,4708.33,5047.33,3
071303490243,120,17,2019-07-25,301.33,4708.33,5009.67,3
071303490243,120,18,2019-08-25,263.67,4708.33,4972.00,3
071303490243,120,19,2019-09-25,226.00,4708.33,4934.33,3
071303490243,120,20,2019-10-25,188.33,4708.33,4896.67,3
071303490243,120,21,2019-11-25,150.67,4708.33,4859.00,3
071303490243,120,22,2019-12-25,113.00,4708.33,4821.33,3
071303490243,120,23,2020-01-25,75.33,4708.33,4783.67,3
071303490243,120,24,2020-02-25,37.67,4708.33,4746.00,3
071365044605,120,3,2018-09-18,311.85,51976.05,52287.90,3
110200744988,105,4,2018-11-17,155.06,5691.44,5846.50,3
110200744988,105,5,2018-12-17,103.83,5742.67,5846.50,3
110200744988,105,6,2019-01-17,52.15,5794.35,5846.50,3
121059317003,105,4,2018-11-04,224.63,3021.38,3246.01,3
121059317003,105,5,2018-12-04,200.46,3045.55,3246.01,3
121059317003,105,6,2019-01-04,176.10,3069.91,3246.01,3
121059317003,105,7,2019-02-04,151.54,3094.47,3246.01,3
121059317003,105,8,2019-03-04,126.78,3119.23,3246.01,3
121059317003,105,9,2019-04-04,101.83,3144.18,3246.01,3
121059317003,105,10,2019-05-04,76.67,3169.34,3246.01,3
121059317003,105,11,2019-06-04,51.32,3194.69,3246.01,3
121059317003,105,12,2019-07-04,25.78,3220.23,3246.01,3
380375864870,119,1,2018-07-10,3290.00,37681.54,40971.54,3
380375864870,119,2,2018-08-10,3026.23,37945.31,40971.54,3
380375864870,119,3,2018-09-10,2760.61,38210.93,40971.54,3
380375864870,119,4,2018-10-10,2493.14,38478.40,40971.54,3
380375864870,119,5,2018-11-10,2223.79,38747.75,40971.54,3
380375864870,119,6,2018-12-10,1952.55,39018.99,40971.54,3
380375864870,119,7,2019-01-10,1679.42,39292.12,40971.54,3
380375864870,119,8,2019-02-10,1404.37,39567.17,40971.54,3
380375864870,119,9,2019-03-10,1127.40,39844.14,40971.54,3
380375864870,119,10,2019-04-10,848.50,40123.04,40971.54,3
380375864870,119,11,2019-05-10,567.63,40403.91,40971.54,3
380375864870,119,12,2019-06-10,284.84,40686.70,40971.54,3
070543957394,119,1,2018-03-12,175.00,0.00,175.00,3
070543957394,119,2,2018-04-12,175.00,0.00,175.00,3
070543957394,119,3,2018-05-12,175.00,0.00,175.00,3
070543957394,119,4,2018-06-12,175.00,0.00,175.00,3
070543957394,119,5,2018-07-12,175.00,0.00,175.00,3
070543957394,119,6,2018-08-12,175.00,25000.00,25175.00,3
050775897873,105,2,2018-03-25,21.33,1333.33,1354.67,3
050775897873,105,3,2018-04-25,10.67,1333.33,1344.00,3
260298268889,115,3,2018-08-23,4697.00,0.00,4697.00,3
260298268889,115,4,2018-09-23,4697.00,0.00,4697.00,3
260298268889,115,5,2018-10-23,4697.00,0.00,4697.00,3
260298268889,115,6,2018-11-23,4697.00,0.00,4697.00,3
260298268889,115,7,2018-12-23,4697.00,0.00,4697.00,3
260298268889,115,8,2019-01-23,4697.00,0.00,4697.00,3
260298268889,115,9,2019-02-23,4697.00,0.00,4697.00,3
260298268889,115,10,2019-03-23,4697.00,0.00,4697.00,3
260298268889,115,11,2019-04-23,4697.00,0.00,4697.00,3
260298268889,115,12,2019-05-23,4697.00,0.00,4697.00,3
260298268889,115,13,2019-06-23,4697.00,0.00,4697.00,3
260298268889,115,14,2019-07-23,4697.00,0.00,4697.00,3
260298268889,115,15,2019-08-23,4697.00,0.00,4697.00,3
260298268889,115,16,2019-09-23,4697.00,0.00,4697.00,3
260298268889,115,17,2019-10-23,4697.00,0.00,4697.00,3
260298268889,115,18,2019-11-23,4697.00,0.00,4697.00,3
260298268889,115,19,2019-12-23,4697.00,0.00,4697.00,3
260298268889,115,20,2020-01-23,4697.00,0.00,4697.00,3
260298268889,115,21,2020-02-23,4697.00,0.00,4697.00,3
260298268889,115,22,2020-03-23,4697.00,0.00,4697.00,3
260298268889,115,23,2020-04-23,4697.00,0.00,4697.00,3
290203555634,104,1,2018-02-20,3437.00,0.00,3437.00,3
290203555634,104,2,2018-03-20,3437.00,0.00,3437.00,3
290203555634,104,3,2018-04-20,3437.00,0.00,3437.00,3
290203555634,104,4,2018-05-20,3437.00,0.00,3437.00,3
290203555634,104,5,2018-06-20,3437.00,0.00,3437.00,3
290203555634,104,6,2018-07-20,3437.00,0.00,3437.00,3
290203555634,104,7,2018-08-20,3437.00,0.00,3437.00,3
290203555634,104,8,2018-09-20,3437.00,0.00,3437.00,3
290203555634,104,9,2018-10-20,3437.00,0.00,3437.00,3
290203555634,104,10,2018-11-20,3437.00,0.00,3437.00,3
290203555634,104,11,2018-12-20,3437.00,0.00,3437.00,3
290203555634,104,12,2019-01-20,3437.00,491000.00,494437.00,3
280627779523,118,2,2018-04-21,2880.00,96000.00,98880.00,3
280627779523,118,3,2018-05-21,2304.00,96000.00,98304.00,3
280627779523,118,4,2018-06-21,1728.00,96000.00,97728.00,3
280627779523,118,5,2018-07-21,1152.00,96000.00,97152.00,3
280627779523,118,6,2018-08-21,576.00,96000.00,96576.00,3
210754499772,115,2,2018-08-09,154.09,7666.42,7820.51,3
210754499772,115,3,2018-09-09,77.44,7743.07,7820.51,3
301004510964,120,8,2019-03-18,13681.59,149352.77,163034.36,3
301004510964,120,9,2019-04-18,12486.77,150547.59,163034.36,3
301004510964,120,10,2019-05-18,11282.38,151751.98,163034.36,3
301004510964,120,11,2019-06-18,10068.37,152965.99,163034.36,3
301004510964,120,12,2019-07-18,8844.64,154189.72,163034.36,3
301004510964,120,13,2019-08-18,7611.12,155423.24,163034.36,3
301004510964,120,14,2019-09-18,6367.74,156666.62,163034.36,3
301004510964,120,15,2019-10-18,5114.40,157919.96,163034.36,3
301004510964,120,16,2019-11-18,3851.04,159183.32,163034.36,3
301004510964,120,17,2019-12-18,2577.58,160456.78,163034.36,3
301004510964,120,18,2020-01-18,1293.85,161740.51,163034.36,3
070574183958,120,11,2019-06-27,4428.00,0.00,4428.00,3
070574183958,120,12,2019-07-27,4428.00,492000.00,496428.00,3
040912569461,106,4,2018-10-05,6387.50,304166.67,310554.17,3
040912569461,106,5,2018-11-05,4258.33,304166.67,308425.00,3
040912569461,106,6,2018-12-05,2129.17,304166.67,306295.83,3
061078278845,115,4,2018-09-22,54.00,3000.00,3054.00,3
061078278845,115,5,2018-10-22,36.00,3000.00,3036.00,3
061078278845,115,6,2018-11-22,18.00,3000.00,3018.00,3
131786689670,116,9,2018-11-09,3303.76,31577.97,34881.73,3
131786689670,116,10,2018-12-09,2987.98,31893.75,34881.73,3
131786689670,116,11,2019-01-09,2669.04,32212.69,34881.73,3
131786689670,116,12,2019-02-09,2346.91,32534.82,34881.73,3
131786689670,116,13,2019-03-09,2021.56,32860.17,34881.73,3
131786689670,116,14,2019-04-09,1692.96,33188.77,34881.73,3
131786689670,116,15,2019-05-09,1361.07,33520.66,34881.73,3
131786689670,116,16,2019-06-09,1025.87,33855.86,34881.73,3
131786689670,116,17,2019-07-09,687.31,34194.42,34881.73,3
131786689670,116,18,2019-08-09,345.32,34536.41,34881.73,3
071368980926,107,3,2018-08-17,35091.00,3899000.00,3934091.00,3
200930102914,106,3,2018-07-30,40628.29,388333.66,428961.95,3
200930102914,106,4,2018-08-30,36744.96,392216.99,428961.95,3
200930102914,106,5,2018-09-30,32822.79,396139.16,428961.95,3
200930102914,106,6,2018-10-30,28861.39,400100.56,428961.95,3
200930102914,106,7,2018-11-30,24860.39,404101.56,428961.95,3
200930102914,106,8,2018-12-30,20819.37,408142.58,428961.95,3
200930102914,106,9,2019-01-30,16737.95,412224.00,428961.95,3
200930102914,106,10,2019-02-28,12615.71,416346.24,428961.95,3
200930102914,106,11,2019-03-30,8452.25,420509.70,428961.95,3
200930102914,106,12,2019-04-30,4247.12,424714.83,428961.95,3
230251423573,105,3,2018-04-30,576.00,0.00,576.00,3
230251423573,105,4,2018-05-30,576.00,0.00,576.00,3
230251423573,105,5,2018-06-30,576.00,0.00,576.00,3
230251423573,105,6,2018-07-30,576.00,0.00,576.00,3
230251423573,105,7,2018-08-30,576.00,0.00,576.00,3
230251423573,105,8,2018-09-30,576.00,0.00,576.00,3
230251423573,105,9,2018-10-30,576.00,0.00,576.00,3
230251423573,105,10,2018-11-30,576.00,0.00,576.00,3
230251423573,105,11,2018-12-30,576.00,0.00,576.00,3
230251423573,105,12,2019-01-30,576.00,96000.00,96576.00,3
110256797219,120,4,2018-06-25,1239.00,9833.33,11072.33,3
110256797219,120,5,2018-07-25,1180.00,9833.33,11013.33,3
110256797219,120,6,2018-08-25,1121.00,9833.33,10954.33,3
110256797219,120,7,2018-09-25,1062.00,9833.33,10895.33,3
110256797219,120,8,2018-10-25,1003.00,9833.33,10836.33,3
110256797219,120,9,2018-11-25,944.00,9833.33,10777.33,3
110256797219,120,10,2018-12-25,885.00,9833.33,10718.33,3
110256797219,120,11,2019-01-25,826.00,9833.33,10659.33,3
110256797219,120,12,2019-02-25,767.00,9833.33,10600.33,3
110256797219,120,13,2019-03-25,708.00,9833.33,10541.33,3
110256797219,120,14,2019-04-25,649.00,9833.33,10482.33,3
110256797219,120,15,2019-05-25,590.00,9833.33,10423.33,3
110256797219,120,16,2019-06-25,531.00,9833.33,10364.33,3
110256797219,120,17,2019-07-25,472.00,9833.33,10305.33,3
110256797219,120,18,2019-08-25,413.00,9833.33,10246.33,3
110256797219,120,19,2019-09-25,354.00,9833.33,10187.33,3
110256797219,120,20,2019-10-25,295.00,9833.33,10128.33,3
110256797219,120,21,2019-11-25,236.00,9833.33,10069.33,3
110256797219,120,22,2019-12-25,177.00,9833.33,10010.33,3
110256797219,120,23,2020-01-25,118.00,9833.33,9951.33,3
110256797219,120,24,2020-02-25,59.00,9833.33,9892.33,3
270846121210,100,4,2018-09-13,9716.67,64777.78,74494.44,3
270846121210,100,5,2018-10-13,9068.89,64777.78,73846.67,3
270846121210,100,6,2018-11-13,8421.11,64777.78,73198.89,3
270846121210,100,7,2018-12-13,7773.33,64777.78,72551.11,3
270846121210,100,8,2019-01-13,7125.56,64777.78,71903.33,3
270846121210,100,9,2019-02-13,6477.78,64777.78,71255.56,3
270846121210,100,10,2019-03-13,5830.00,64777.78,70607.78,3
270846121210,100,11,2019-04-13,5182.22,64777.78,69960.00,3
270846121210,100,12,2019-05-13,4534.44,64777.78,69312.22,3
270846121210,100,13,2019-06-13,3886.67,64777.78,68664.44,3
270846121210,100,14,2019-07-13,3238.89,64777.78,68016.67,3
270846121210,100,15,2019-08-13,2591.11,64777.78,67368.89,3
270846121210,100,16,2019-09-13,1943.33,64777.78,66721.11,3
270846121210,100,17,2019-10-13,1295.56,64777.78,66073.33,3
270846121210,100,18,2019-11-13,647.78,64777.78,65425.56,3
181127873579,117,3,2018-06-15,132.00,3666.67,3798.67,3
181127873579,117,4,2018-07-15,99.00,3666.67,3765.67,3
181127873579,117,5,2018-08-15,66.00,3666.67,3732.67,3
181127873579,117,6,2018-09-15,33.00,3666.67,3699.67,3
260936243226,106,8,2019-03-01,532.59,5813.96,6346.55,3
260936243226,106,9,2019-04-01,486.08,5860.47,6346.55,3
260936243226,106,10,2019-05-01,439.20,5907.35,6346.55,3
260936243226,106,11,2019-06-01,391.94,5954.61,6346.55,3
260936243226,106,12,2019-07-01,344.30,6002.25,6346.55,3
260936243226,106,13,2019-08-01,296.28,6050.27,6346.55,3
260936243226,106,14,2019-09-01,247.88,6098.67,6346.55,3
260936243226,106,15,2019-10-01,199.09,6147.46,6346.55,3
260936243226,106,16,2019-11-01,149.91,6196.64,6346.55,3
260936243226,106,17,2019-12-01,100.34,6246.21,6346.55,3
260936243226,106,18,2020-01-01,50.47,6296.08,6346.55,3
151198392157,116,6,2018-10-13,35244.44,271111.11,306355.56,3
151198392157,116,7,2018-11-13,32533.33,271111.11,303644.44,3
151198392157,116,8,2018-12-13,29822.22,271111.11,300933.33,3
151198392157,116,9,2019-01-13,27111.11,271111.11,298222.22,3
151198392157,116,10,2019-02-13,24400.00,271111.11,295511.11,3
151198392157,116,11,2019-03-13,21688.89,271111.11,292800.00,3
151198392157,116,12,2019-04-13,18977.78,271111.11,290088.89,3
151198392157,116,13,2019-05-13,16266.67,271111.11,287377.78,3
151198392157,116,14,2019-06-13,13555.56,271111.11,284666.67,3
151198392157,116,15,2019-07-13,10844.44,271111.11,281955.56,3
151198392157,116,16,2019-08-13,8133.33,271111.11,279244.44,3
151198392157,116,17,2019-09-13,5422.22,271111.11,276533.33,3
151198392157,116,18,2019-10-13,2711.11,271111.11,273822.22,3
270573586299,111,6,2019-01-19,31030.00,3103000.00,3134030.00,3
040910490358,100,9,2019-02-14,2326.33,83083.33,85409.67,3
040910490358,100,10,2019-03-14,1744.75,83083.33,84828.08,3
040910490358,100,11,2019-04-14,1163.17,83083.33,84246.50,3
040910490358,100,12,2019-05-14,581.58,83083.33,83664.92,3
071583840928,110,2,2018-06-15,2051.12,145997.63,148048.75,3
