协议编号,借据编号,还款期数,应还日期,应还利息,应还本金,应还本息,还款标志
070645470647,120,2,2018-03-28,11408.81,630983.11,642391.92,0
070645470647,120,3,2018-04-28,5729.95,636661.97,642391.92,0
070572898435,108,1,2018-02-13,2886.00,20041.59,22927.59,0
070572898435,108,2,2018-03-13,2765.75,20041.67,22807.42,0
070572898435,108,3,2018-04-13,2645.50,20041.67,22687.17,0
070572898435,108,4,2018-05-13,2525.25,20041.67,22566.92,0
070572898435,108,5,2018-06-13,2405.00,20041.67,22446.67,0
070572898435,108,6,2018-07-13,2284.75,20041.67,22326.42,0
070572898435,108,7,2018-08-13,2164.50,20041.67,22206.17,0
070572898435,108,8,2018-09-13,2044.25,20041.67,22085.92,0
070572898435,108,9,2018-10-13,1924.00,20041.67,21965.67,0
070572898435,108,10,2018-11-13,1803.75,20041.67,21845.42,0
070572898435,108,11,2018-12-13,1683.50,20041.67,21725.17,0
070572898435,108,12,2019-01-13,1563.25,20041.67,21604.92,0
070572898435,108,13,2019-02-13,1443.00,20041.67,21484.67,0
070572898435,108,14,2019-03-13,1322.75,20041.67,21364.42,0
070572898435,108,15,2019-04-13,1202.50,20041.67,21244.17,0
070572898435,108,16,2019-05-13,1082.25,20041.67,21123.92,0
070572898435,108,17,2019-06-13,962.00,20041.67,21003.67,0
070572898435,108,18,2019-07-13,841.75,20041.67,20883.42,0
070572898435,108,19,2019-08-13,721.50,20041.67,20763.17,0
070572898435,108,20,2019-09-13,601.25,20041.67,20642.92,0
070572898435,108,21,2019-10-13,481.00,20041.67,20522.67,0
070572898435,108,22,2019-11-13,360.75,20041.67,20402.42,0
070572898435,108,23,2019-12-13,240.50,20041.67,20282.17,0
070572898435,108,24,2020-01-13,120.25,20041.67,20161.92,0
260288489965,113,1,2018-06-25,24849.00,230083.37,254932.37,0
260288489965,113,2,2018-07-25,22778.25,230083.33,252861.58,0
260288489965,113,3,2018-08-25,20707.50,230083.33,250790.83,0
260288489965,113,4,2018-09-25,18636.75,230083.33,248720.08,0
260288489965,113,5,2018-10-25,16566.00,230083.33,246649.33,0
260288489965,113,6,2018-11-25,14495.25,230083.33,244578.58,0
260288489965,113,7,2018-12-25,12424.50,230083.33,242507.83,0
260288489965,113,8,2019-01-25,10353.75,230083.33,240437.08,0
260288489965,113,9,2019-02-25,8283.00,230083.33,238366.33,0
260288489965,113,10,2019-03-25,6212.25,230083.33,236295.58,0
260288489965,113,11,2019-04-25,4141.50,230083.33,234224.83,0
260288489965,113,12,2019-05-25,2070.75,230083.33,232154.08,0
181270894595,102,1,2018-03-12,5971.00,68387.98,74358.98,0
181270894595,102,2,2018-04-12,5492.28,68866.70,74358.98,0
181270894595,102,3,2018-05-12,5010.22,69348.76,74358.98,0
181270894595,102,4,2018-06-12,4524.78,69834.20,74358.98,0
181270894595,102,5,2018-07-12,4035.94,70323.04,74358.98,0
181270894595,102,6,2018-08-12,3543.68,70815.30,74358.98,0
181270894595,102,7,2018-09-12,3047.97,71311.01,74358.98,0
181270894595,102,8,2018-10-12,2548.79,71810.19,74358.98,0
181270894595,102,9,2018-11-12,2046.12,72312.86,74358.98,0
181270894595,102,10,2018-12-12,1539.93,72819.05,74358.98,0
181270894595,102,11,2019-01-12,1030.20,73328.78,74358.98,0
181270894595,102,12,2019-02-12,516.85,73842.13,74358.98,0
160636118060,120,1,2018-03-16,1820.00,0.00,1820.00,0
160636118060,120,2,2018-04-16,1820.00,0.00,1820.00,0
160636118060,120,3,2018-05-16,1820.00,0.00,1820.00,0
160636118060,120,4,2018-06-16,1820.00,0.00,1820.00,0
160636118060,120,5,2018-07-16,1820.00,0.00,1820.00,0
160636118060,120,6,2018-08-16,1820.00,0.00,1820.00,0
160636118060,120,7,2018-09-16,1820.00,0.00,1820.00,0
160636118060,120,8,2018-10-16,1820.00,0.00,1820.00,0
160636118060,120,9,2018-11-16,1820.00,0.00,1820.00,0
160636118060,120,10,2018-12-16,1820.00,0.00,1820.00,0
160636118060,120,11,2019-01-16,1820.00,0.00,1820.00,0
160636118060,120,12,2019-02-16,1820.00,0.00,1820.00,0
160636118060,120,13,2019-03-16,1820.00,0.00,1820.00,0
160636118060,120,14,2019-04-16,1820.00,0.00,1820.00,0
160636118060,120,15,2019-05-16,1820.00,0.00,1820.00,0
160636118060,120,16,2019-06-16,1820.00,0.00,1820.00,0
160636118060,120,17,2019-07-16,1820.00,0.00,1820.00,0
160636118060,120,18,2019-08-16,1820.00,182000.00,183820.00,0
111070424892,101,1,2018-06-25,990.00,0.00,990.00,0
111070424892,101,2,2018-07-25,990.00,0.00,990.00,0
111070424892,101,3,2018-08-25,990.00,0.00,990.00,0
111070424892,101,4,2018-09-25,990.00,0.00,990.00,0
111070424892,101,5,2018-10-25,990.00,0.00,990.00,0
111070424892,101,6,2018-11-25,990.00,0.00,990.00,0
111070424892,101,7,2018-12-25,990.00,0.00,990.00,0
111070424892,101,8,2019-01-25,990.00,0.00,990.00,0
111070424892,101,9,2019-02-25,990.00,0.00,990.00,0
111070424892,101,10,2019-03-25,990.00,0.00,990.00,0
111070424892,101,11,2019-04-25,990.00,0.00,990.00,0
111070424892,101,12,2019-05-25,990.00,0.00,990.00,0
111070424892,101,13,2019-06-25,990.00,0.00,990.00,0
111070424892,101,14,2019-07-25,990.00,0.00,990.00,0
111070424892,101,15,2019-08-25,990.00,0.00,990.00,0
111070424892,101,16,2019-09-25,990.00,0.00,990.00,0
111070424892,101,17,2019-10-25,990.00,0.00,990.00,0
111070424892,101,18,2019-11-25,990.00,165000.00,165990.00,0
061086695570,120,1,2018-04-08,9324.00,60393.57,69717.57,0
061086695570,120,2,2018-05-08,8961.64,60755.93,69717.57,0
061086695570,120,3,2018-06-08,8597.10,61120.47,69717.57,0
061086695570,120,4,2018-07-08,8230.38,61487.19,69717.57,0
061086695570,120,5,2018-08-08,7861.46,61856.11,69717.57,0
061086695570,120,6,2018-09-08,7490.32,62227.25,69717.57,0
061086695570,120,7,2018-10-08,7116.96,62600.61,69717.57,0
061086695570,120,8,2018-11-08,6741.35,62976.22,69717.57,0
061086695570,120,9,2018-12-08,6363.50,63354.07,69717.57,0
061086695570,120,10,2019-01-08,5983.37,63734.20,69717.57,0
061086695570,120,11,2019-02-08,5600.97,64116.60,69717.57,0
061086695570,120,12,2019-03-08,5216.27,64501.30,69717.57,0
061086695570,120,13,2019-04-08,4829.26,64888.31,69717.57,0
061086695570,120,14,2019-05-08,4439.93,65277.64,69717.57,0
061086695570,120,15,2019-06-08,4048.26,65669.31,69717.57,0
061086695570,120,16,2019-07-08,3654.25,66063.32,69717.57,0
061086695570,120,17,2019-08-08,3257.87,66459.70,69717.57,0
061086695570,120,18,2019-09-08,2859.11,66858.46,69717.57,0
061086695570,120,19,2019-10-08,2457.96,67259.61,69717.57,0
061086695570,120,20,2019-11-08,2054.40,67663.17,69717.57,0
061086695570,120,21,2019-12-08,1648.42,68069.15,69717.57,0
061086695570,120,22,2020-01-08,1240.01,68477.56,69717.57,0
061086695570,120,23,2020-02-08,829.14,68888.43,69717.57,0
061086695570,120,24,2020-03-08,415.75,69301.82,69717.57,0
400076473204,111,1,2018-04-30,200.00,8267.02,8467.02,0
400076473204,111,2,2018-05-31,133.86,8333.16,8467.02,0
400076473204,111,3,2018-06-30,67.20,8399.82,8467.02,0
190877888219,114,1,2018-06-01,6568.00,42587.79,49155.79,0
190877888219,114,2,2018-07-01,6227.30,42928.49,49155.79,0
190877888219,114,3,2018-08-01,5883.87,43271.92,49155.79,0
190877888219,114,4,2018-09-01,5537.69,43618.10,49155.79,0
190877888219,114,5,2018-10-01,5188.75,43967.04,49155.79,0
190877888219,114,6,2018-11-01,4837.01,44318.78,49155.79,0
190877888219,114,7,2018-12-01,4482.46,44673.33,49155.79,0
190877888219,114,8,2019-01-01,4125.08,45030.71,49155.79,0
190877888219,114,9,2019-02-01,3764.83,45390.96,49155.79,0
190877888219,114,10,2019-03-01,3401.70,45754.09,49155.79,0
190877888219,114,11,2019-04-01,3035.67,46120.12,49155.79,0
190877888219,114,12,2019-05-01,2666.71,46489.08,49155.79,0
190877888219,114,13,2019-06-01,2294.80,46860.99,49155.79,0
190877888219,114,14,2019-07-01,1919.91,47235.88,49155.79,0
190877888219,114,15,2019-08-01,1542.02,47613.77,49155.79,0
190877888219,114,16,2019-09-01,1161.11,47994.68,49155.79,0
190877888219,114,17,2019-10-01,777.15,48378.64,49155.79,0
190877888219,114,18,2019-11-01,390.16,48765.63,49155.79,0
300253070097,114,1,2018-08-21,2330.00,19416.63,21746.63,0
300253070097,114,2,2018-09-21,2135.83,19416.67,21552.50,0
300253070097,114,3,2018-10-21,1941.67,19416.67,21358.33,0
300253070097,114,4,2018-11-21,1747.50,19416.67,21164.17,0
300253070097,114,5,2018-12-21,1553.33,19416.67,20970.00,0
300253070097,114,6,2019-01-21,1359.17,19416.67,20775.83,0
300253070097,114,7,2019-02-21,1165.00,19416.67,20581.67,0
300253070097,114,8,2019-03-21,970.83,19416.67,20387.50,0
300253070097,114,9,2019-04-21,776.67,19416.67,20193.33,0
300253070097,114,10,2019-05-21,582.50,19416.67,19999.17,0
300253070097,114,11,2019-06-21,388.33,19416.67,19805.00,0
300253070097,114,12,2019-07-21,194.17,19416.67,19610.83,0
110725254819,107,1,2018-05-12,1631.00,38159.28,39790.28,0
110725254819,107,2,2018-06-12,1363.89,38426.39,39790.28,0
110725254819,107,3,2018-07-12,1094.90,38695.38,39790.28,0
110725254819,107,4,2018-08-12,824.03,38966.25,39790.28,0
110725254819,107,5,2018-09-12,551.27,39239.01,39790.28,0
110725254819,107,6,2018-10-12,276.59,39513.69,39790.28,0
181254466440,105,1,2018-08-28,7281.00,44944.52,52225.52,0
181254466440,105,2,2018-09-28,6876.50,44944.44,51820.94,0
181254466440,105,3,2018-10-28,6472.00,44944.44,51416.44,0
181254466440,105,4,2018-11-28,6067.50,44944.44,51011.94,0
181254466440,105,5,2018-12-28,5663.00,44944.44,50607.44,0
181254466440,105,6,2019-01-28,5258.50,44944.44,50202.94,0
181254466440,105,7,2019-02-28,4854.00,44944.44,49798.44,0
181254466440,105,8,2019-03-28,4449.50,44944.44,49393.94,0
181254466440,105,9,2019-04-28,4045.00,44944.44,48989.44,0
181254466440,105,10,2019-05-28,3640.50,44944.44,48584.94,0
181254466440,105,11,2019-06-28,3236.00,44944.44,48180.44,0
181254466440,105,12,2019-07-28,2831.50,44944.44,47775.94,0
181254466440,105,13,2019-08-28,2427.00,44944.44,47371.44,0
181254466440,105,14,2019-09-28,2022.50,44944.44,46966.94,0
181254466440,105,15,2019-10-28,1618.00,44944.44,46562.44,0
181254466440,105,16,2019-11-28,1213.50,44944.44,46157.94,0
181254466440,105,17,2019-12-28,809.00,44944.44,45753.44,0
181254466440,105,18,2020-01-28,404.50,44944.44,45348.94,0
240502510431,106,1,2018-04-29,5350.00,44583.37,49933.37,0
240502510431,106,2,2018-05-29,4904.17,44583.33,49487.50,0
240502510431,106,3,2018-06-29,4458.33,44583.33,49041.67,0
240502510431,106,4,2018-07-29,4012.50,44583.33,48595.83,0
240502510431,106,5,2018-08-29,3566.67,44583.33,48150.00,0
240502510431,106,6,2018-09-29,3120.83,44583.33,47704.17,0
240502510431,106,7,2018-10-29,2675.00,44583.33,47258.33,0
240502510431,106,8,2018-11-29,2229.17,44583.33,46812.50,0
240502510431,106,9,2018-12-29,1783.33,44583.33,46366.67,0
240502510431,106,10,2019-01-29,1337.50,44583.33,45920.83,0
240502510431,106,11,2019-02-28,891.67,44583.33,45475.00,0
240502510431,106,12,2019-03-29,445.83,44583.33,45029.17,0
260956222389,114,1,2018-04-30,98.00,1122.43,1220.43,0
260956222389,114,2,2018-05-30,90.14,1130.29,1220.43,0
260956222389,114,3,2018-06-30,82.23,1138.20,1220.43,0
260956222389,114,4,2018-07-30,74.26,1146.17,1220.43,0
260956222389,114,5,2018-08-30,66.24,1154.19,1220.43,0
260956222389,114,6,2018-09-30,58.16,1162.27,1220.43,0
260956222389,114,7,2018-10-30,50.03,1170.40,1220.43,0
260956222389,114,8,2018-11-30,41.83,1178.60,1220.43,0
260956222389,114,9,2018-12-30,33.58,1186.85,1220.43,0
260956222389,114,10,2019-01-30,25.27,1195.16,1220.43,0
260956222389,114,11,2019-02-28,16.91,1203.52,1220.43,0
260956222389,114,12,2019-03-30,8.51,1211.92,1220.43,0
060611467848,112,1,2018-04-08,1764.00,12250.00,14014.00,0
060611467848,112,2,2018-05-08,1690.50,12250.00,13940.50,0
060611467848,112,3,2018-06-08,1617.00,12250.00,13867.00,0
060611467848,112,4,2018-07-08,1543.50,12250.00,13793.50,0
060611467848,112,5,2018-08-08,1470.00,12250.00,13720.00,0
060611467848,112,6,2018-09-08,1396.50,12250.00,13646.50,0
060611467848,112,7,2018-10-08,1323.00,12250.00,13573.00,0
060611467848,112,8,2018-11-08,1249.50,12250.00,13499.50,0
060611467848,112,9,2018-12-08,1176.00,12250.00,13426.00,0
060611467848,112,10,2019-01-08,1102.50,12250.00,13352.50,0
060611467848,112,11,2019-02-08,1029.00,12250.00,13279.00,0
060611467848,112,12,2019-03-08,955.50,12250.00,13205.50,0
060611467848,112,13,2019-04-08,882.00,12250.00,13132.00,0
060611467848,112,14,2019-05-08,808.50,12250.00,13058.50,0
060611467848,112,15,2019-06-08,735.00,12250.00,12985.00,0
060611467848,112,16,2019-07-08,661.50,12250.00,12911.50,0
060611467848,112,17,2019-08-08,588.00,12250.00,12838.00,0
060611467848,112,18,2019-09-08,514.50,12250.00,12764.50,0
060611467848,112,19,2019-10-08,441.00,12250.00,12691.00,0
060611467848,112,20,2019-11-08,367.50,12250.00,12617.50,0
060611467848,112,21,2019-12-08,294.00,12250.00,12544.00,0
060611467848,112,22,2020-01-08,220.50,12250.00,12470.50,0
060611467848,112,23,2020-02-08,147.00,12250.00,12397.00,0
060611467848,112,24,2020-03-08,73.50,12250.00,12323.50,0
171306707836,104,1,2018-02-11,1284.00,17833.37,19117.37,0
171306707836,104,2,2018-03-11,1177.00,17833.33,19010.33,0
171306707836,104,3,2018-04-11,1070.00,17833.33,18903.33,0
171306707836,104,4,2018-05-11,963.00,17833.33,18796.33,0
171306707836,104,5,2018-06-11,856.00,17833.33,18689.33,0
171306707836,104,6,2018-07-11,749.00,17833.33,18582.33,0
171306707836,104,7,2018-08-11,642.00,17833.33,18475.33,0
171306707836,104,8,2018-09-11,535.00,17833.33,18368.33,0
171306707836,104,9,2018-10-11,428.00,17833.33,18261.33,0
171306707836,104,10,2018-11-11,321.00,17833.33,18154.33,0
171306707836,104,11,2018-12-11,214.00,17833.33,18047.33,0
171306707836,104,12,2019-01-11,107.00,17833.33,17940.33,0
060636548291,111,1,2018-07-07,5103.00,0.00,5103.00,0
060636548291,111,2,2018-08-07,5103.00,0.00,5103.00,0
060636548291,111,3,2018-09-07,5103.00,0.00,5103.00,0
060636548291,111,4,2018-10-07,5103.00,0.00,5103.00,0
060636548291,111,5,2018-11-07,5103.00,0.00,5103.00,0
060636548291,111,6,2018-12-07,5103.00,729000.00,734103.00,0
200428477090,120,1,2018-04-30,11538.00,101488.03,113026.03,0
200428477090,120,2,2018-05-31,10929.07,102096.96,113026.03,0
200428477090,120,3,2018-06-30,10316.49,102709.54,113026.03,0
200428477090,120,4,2018-07-31,9700.23,103325.80,113026.03,0
200428477090,120,5,2018-08-31,9080.28,103945.75,113026.03,0
200428477090,120,6,2018-09-30,8456.60,104569.43,113026.03,0
200428477090,120,7,2018-10-31,7829.19,105196.84,113026.03,0
200428477090,120,8,2018-11-30,7198.01,105828.02,113026.03,0
200428477090,120,9,2018-12-31,6563.04,106462.99,113026.03,0
200428477090,120,10,2019-01-31,5924.26,107101.77,113026.03,0
200428477090,120,11,2019-02-28,5281.65,107744.38,113026.03,0
200428477090,120,12,2019-03-31,4635.18,108390.85,113026.03,0
200428477090,120,13,2019-04-30,3984.84,109041.19,113026.03,0
200428477090,120,14,2019-05-31,3330.59,109695.44,113026.03,0
200428477090,120,15,2019-06-30,2672.42,110353.61,113026.03,0
200428477090,120,16,2019-07-31,2010.30,111015.73,113026.03,0
200428477090,120,17,2019-08-31,1344.20,111681.83,113026.03,0
200428477090,120,18,2019-09-30,674.19,112351.84,113026.03,0
071362664367,113,1,2018-07-30,5586.00,36181.73,41767.73,0
071362664367,113,2,2018-08-30,5368.91,36398.82,41767.73,0
071362664367,113,3,2018-09-30,5150.52,36617.21,41767.73,0
071362664367,113,4,2018-10-30,4930.81,36836.92,41767.73,0
071362664367,113,5,2018-11-30,4709.79,37057.94,41767.73,0
071362664367,113,6,2018-12-30,4487.44,37280.29,41767.73,0
071362664367,113,7,2019-01-30,4263.76,37503.97,41767.73,0
071362664367,113,8,2019-02-28,4038.74,37728.99,41767.73,0
071362664367,113,9,2019-03-30,3812.36,37955.37,41767.73,0
071362664367,113,10,2019-04-30,3584.63,38183.10,41767.73,0
071362664367,113,11,2019-05-30,3355.53,38412.20,41767.73,0
071362664367,113,12,2019-06-30,3125.06,38642.67,41767.73,0
071362664367,113,13,2019-07-30,2893.20,38874.53,41767.73,0
071362664367,113,14,2019-08-30,2659.96,39107.77,41767.73,0
071362664367,113,15,2019-09-30,2425.31,39342.42,41767.73,0
071362664367,113,16,2019-10-30,2189.26,39578.47,41767.73,0
071362664367,113,17,2019-11-30,1951.79,39815.94,41767.73,0
071362664367,113,18,2019-12-30,1712.89,40054.84,41767.73,0
071362664367,113,19,2020-01-30,1472.56,40295.17,41767.73,0
071362664367,113,20,2020-02-29,1230.79,40536.94,41767.73,0
071362664367,113,21,2020-03-30,987.57,40780.16,41767.73,0
071362664367,113,22,2020-04-30,742.89,41024.84,41767.73,0
071362664367,113,23,2020-05-30,496.74,41270.99,41767.73,0
071362664367,113,24,2020-06-30,249.01,41518.72,41767.73,0
261059175351,106,1,2018-02-18,60.00,1980.13,2040.13,0
261059175351,106,2,2018-03-18,40.20,1999.93,2040.13,0
261059175351,106,3,2018-04-18,20.19,2019.94,2040.13,0
410034795122,101,1,2018-05-20,2820.00,19583.41,22403.41,0
410034795122,101,2,2018-06-20,2702.50,19583.33,22285.83,0
410034795122,101,3,2018-07-20,2585.00,19583.33,22168.33,0
410034795122,101,4,2018-08-20,2467.50,19583.33,22050.83,0
410034795122,101,5,2018-09-20,2350.00,19583.33,21933.33,0
410034795122,101,6,2018-10-20,2232.50,19583.33,21815.83,0
410034795122,101,7,2018-11-20,2115.00,19583.33,21698.33,0
410034795122,101,8,2018-12-20,1997.50,19583.33,21580.83,0
410034795122,101,9,2019-01-20,1880.00,19583.33,21463.33,0
410034795122,101,10,2019-02-20,1762.50,19583.33,21345.83,0
410034795122,101,11,2019-03-20,1645.00,19583.33,21228.33,0
410034795122,101,12,2019-04-20,1527.50,19583.33,21110.83,0
410034795122,101,13,2019-05-20,1410.00,19583.33,20993.33,0
410034795122,101,14,2019-06-20,1292.50,19583.33,20875.83,0
410034795122,101,15,2019-07-20,1175.00,19583.33,20758.33,0
410034795122,101,16,2019-08-20,1057.50,19583.33,20640.83,0
410034795122,101,17,2019-09-20,940.00,19583.33,20523.33,0
410034795122,101,18,2019-10-20,822.50,19583.33,20405.83,0
410034795122,101,19,2019-11-20,705.00,19583.33,20288.33,0
410034795122,101,20,2019-12-20,587.50,19583.33,20170.83,0
410034795122,101,21,2020-01-20,470.00,19583.33,20053.33,0
410034795122,101,22,2020-02-20,352.50,19583.33,19935.83,0
410034795122,101,23,2020-03-20,235.00,19583.33,19818.33,0
410034795122,101,24,2020-04-20,117.50,19583.33,19700.83,0
181116476063,120,1,2018-04-12,340.00,5666.65,6006.65,0
181116476063,120,2,2018-05-12,283.33,5666.67,5950.00,0
181116476063,120,3,2018-06-12,226.67,5666.67,5893.33,0
181116476063,120,4,2018-07-12,170.00,5666.67,5836.67,0
181116476063,120,5,2018-08-12,113.33,5666.67,5780.00,0
181116476063,120,6,2018-09-12,56.67,5666.67,5723.33,0
070594711095,106,1,2018-05-10,2660.00,44333.35,46993.35,0
070594711095,106,2,2018-06-10,2216.67,44333.33,46550.00,0
070594711095,106,3,2018-07-10,1773.33,44333.33,46106.67,0
070594711095,106,4,2018-08-10,1330.00,44333.33,45663.33,0
070594711095,106,5,2018-09-10,886.67,44333.33,45220.00,0
070594711095,106,6,2018-10-10,443.33,44333.33,44776.67,0
180490906247,106,1,2018-06-03,280.00,5717.75,5997.75,0
180490906247,106,2,2018-07-03,234.26,5763.49,5997.75,0
180490906247,106,3,2018-08-03,188.15,5809.60,5997.75,0
180490906247,106,4,2018-09-03,141.67,5856.08,5997.75,0
180490906247,106,5,2018-10-03,94.82,5902.93,5997.75,0
180490906247,106,6,2018-11-03,47.60,5950.15,5997.75,0
261039944410,113,1,2018-07-10,7086.00,45897.56,52983.56,0
261039944410,113,2,2018-08-10,6810.61,46172.95,52983.56,0
261039944410,113,3,2018-09-10,6533.58,46449.98,52983.56,0
261039944410,113,4,2018-10-10,6254.88,46728.68,52983.56,0
261039944410,113,5,2018-11-10,5974.50,47009.06,52983.56,0
261039944410,113,6,2018-12-10,5692.45,47291.11,52983.56,0
261039944410,113,7,2019-01-10,5408.70,47574.86,52983.56,0
261039944410,113,8,2019-02-10,5123.25,47860.31,52983.56,0
261039944410,113,9,2019-03-10,4836.09,48147.47,52983.56,0
261039944410,113,10,2019-04-10,4547.21,48436.35,52983.56,0
261039944410,113,11,2019-05-10,4256.59,48726.97,52983.56,0
261039944410,113,12,2019-06-10,3964.23,49019.33,52983.56,0
261039944410,113,13,2019-07-10,3670.11,49313.45,52983.56,0
261039944410,113,14,2019-08-10,3374.23,49609.33,52983.56,0
261039944410,113,15,2019-09-10,3076.58,49906.98,52983.56,0
261039944410,113,16,2019-10-10,2777.13,50206.43,52983.56,0
261039944410,113,17,2019-11-10,2475.90,50507.66,52983.56,0
261039944410,113,18,2019-12-10,2172.85,50810.71,52983.56,0
261039944410,113,19,2020-01-10,1867.98,51115.58,52983.56,0
261039944410,113,20,2020-02-10,1561.29,51422.27,52983.56,0
261039944410,113,21,2020-03-10,1252.76,51730.80,52983.56,0
261039944410,113,22,2020-04-10,942.37,52041.19,52983.56,0
261039944410,113,23,2020-05-10,630.13,52353.43,52983.56,0
261039944410,113,24,2020-06-10,316.02,52667.54,52983.56,0
250868772473,101,1,2018-08-05,4368.00,0.00,4368.00,0
250868772473,101,2,2018-09-05,4368.00,0.00,4368.00,0
250868772473,101,3,2018-10-05,4368.00,0.00,4368.00,0
250868772473,101,4,2018-11-05,4368.00,0.00,4368.00,0
250868772473,101,5,2018-12-05,4368.00,0.00,4368.00,0
250868772473,101,6,2019-01-05,4368.00,0.00,4368.00,0
250868772473,101,7,2019-02-05,4368.00,0.00,4368.00,0
250868772473,101,8,2019-03-05,4368.00,0.00,4368.00,0
250868772473,101,9,2019-04-05,4368.00,0.00,4368.00,0
250868772473,101,10,2019-05-05,4368.00,0.00,4368.00,0
250868772473,101,11,2019-06-05,4368.00,0.00,4368.00,0
250868772473,101,12,2019-07-05,4368.00,0.00,4368.00,0
250868772473,101,13,2019-08-05,4368.00,0.00,4368.00,0
250868772473,101,14,2019-09-05,4368.00,0.00,4368.00,0
250868772473,101,15,2019-10-05,4368.00,0.00,4368.00,0
250868772473,101,16,2019-11-05,4368.00,0.00,4368.00,0
250868772473,101,17,2019-12-05,4368.00,0.00,4368.00,0
250868772473,101,18,2020-01-05,4368.00,728000.00,732368.00,0
300685254388,120,1,2018-04-02,170.00,0.00,170.00,0
300685254388,120,2,2018-05-02,170.00,0.00,170.00,0
300685254388,120,3,2018-06-02,170.00,0.00,170.00,0
300685254388,120,4,2018-07-02,170.00,0.00,170.00,0
300685254388,120,5,2018-08-02,170.00,0.00,170.00,0
300685254388,120,6,2018-09-02,170.00,0.00,170.00,0
300685254388,120,7,2018-10-02,170.00,0.00,170.00,0
300685254388,120,8,2018-11-02,170.00,0.00,170.00,0
300685254388,120,9,2018-12-02,170.00,0.00,170.00,0
300685254388,120,10,2019-01-02,170.00,0.00,170.00,0
300685254388,120,11,2019-02-02,170.00,0.00,170.00,0
300685254388,120,12,2019-03-02,170.00,17000.00,17170.00,0
140661354524,101,1,2018-07-17,1176.00,0.00,1176.00,0
140661354524,101,2,2018-08-17,1176.00,0.00,1176.00,0
140661354524,101,3,2018-09-17,1176.00,0.00,1176.00,0
140661354524,101,4,2018-10-17,1176.00,0.00,1176.00,0
140661354524,101,5,2018-11-17,1176.00,0.00,1176.00,0
140661354524,101,6,2018-12-17,1176.00,0.00,1176.00,0
140661354524,101,7,2019-01-17,1176.00,0.00,1176.00,0
140661354524,101,8,2019-02-17,1176.00,0.00,1176.00,0
140661354524,101,9,2019-03-17,1176.00,0.00,1176.00,0
140661354524,101,10,2019-04-17,1176.00,0.00,1176.00,0
140661354524,101,11,2019-05-17,1176.00,0.00,1176.00,0
140661354524,101,12,2019-06-17,1176.00,147000.00,148176.00,0
120629593130,120,1,2018-05-17,17766.00,132795.77,150561.77,0
120629593130,120,2,2018-06-17,16836.43,133725.34,150561.77,0
120629593130,120,3,2018-07-17,15900.35,134661.42,150561.77,0
120629593130,120,4,2018-08-17,14957.72,135604.05,150561.77,0
120629593130,120,5,2018-09-17,14008.49,136553.28,150561.77,0
120629593130,120,6,2018-10-17,13052.62,137509.15,150561.77,0
120629593130,120,7,2018-11-17,12090.06,138471.71,150561.77,0
120629593130,120,8,2018-12-17,11120.75,139441.02,150561.77,0
120629593130,120,9,2019-01-17,10144.67,140417.10,150561.77,0
120629593130,120,10,2019-02-17,9161.75,141400.02,150561.77,0
120629593130,120,11,2019-03-17,8171.95,142389.82,150561.77,0
120629593130,120,12,2019-04-17,7175.22,143386.55,150561.77,0
120629593130,120,13,2019-05-17,6171.51,144390.26,150561.77,0
120629593130,120,14,2019-06-17,5160.78,145400.99,150561.77,0
120629593130,120,15,2019-07-17,4142.97,146418.80,150561.77,0
120629593130,120,16,2019-08-17,3118.04,147443.73,150561.77,0
120629593130,120,17,2019-09-17,2085.94,148475.83,150561.77,0
120629593130,120,18,2019-10-17,1046.61,149515.16,150561.77,0
230230155932,103,1,2018-07-21,54.00,500.00,554.00,0
230230155932,103,2,2018-08-21,51.00,500.00,551.00,0
230230155932,103,3,2018-09-21,48.00,500.00,548.00,0
230230155932,103,4,2018-10-21,45.00,500.00,545.00,0
230230155932,103,5,2018-11-21,42.00,500.00,542.00,0
230230155932,103,6,2018-12-21,39.00,500.00,539.00,0
230230155932,103,7,2019-01-21,36.00,500.00,536.00,0
230230155932,103,8,2019-02-21,33.00,500.00,533.00,0
230230155932,103,9,2019-03-21,30.00,500.00,530.00,0
230230155932,103,10,2019-04-21,27.00,500.00,527.00,0
230230155932,103,11,2019-05-21,24.00,500.00,524.00,0
230230155932,103,12,2019-06-21,21.00,500.00,521.00,0
230230155932,103,13,2019-07-21,18.00,500.00,518.00,0
230230155932,103,14,2019-08-21,15.00,500.00,515.00,0
230230155932,103,15,2019-09-21,12.00,500.00,512.00,0
230230155932,103,16,2019-10-21,9.00,500.00,509.00,0
230230155932,103,17,2019-11-21,6.00,500.00,506.00,0
230230155932,103,18,2019-12-21,3.00,500.00,503.00,0
121002999906,115,1,2018-08-03,27981.00,0.00,27981.00,0
121002999906,115,2,2018-09-03,27981.00,0.00,27981.00,0
121002999906,115,3,2018-10-03,27981.00,0.00,27981.00,0
121002999906,115,4,2018-11-03,27981.00,0.00,27981.00,0
121002999906,115,5,2018-12-03,27981.00,0.00,27981.00,0
121002999906,115,6,2019-01-03,27981.00,0.00,27981.00,0
121002999906,115,7,2019-02-03,27981.00,0.00,27981.00,0
121002999906,115,8,2019-03-03,27981.00,0.00,27981.00,0
121002999906,115,9,2019-04-03,27981.00,0.00,27981.00,0
